file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
E:\Sowmya_git_projects\mongo-java-driver\driver-core\src\test\functional\com\mongodb\internal\binding\SessionBinding.java,com.mongodb.internal.binding.SessionBinding,class,7,9,2,7,10,1,0,9,0,0.45000002,0.82222223,1,10,0,10,0,0,0,10,0,0,0,2,0,0,2,0,0,2,0,0,64,9,0,0,0,0,1,0,2,0,2,0,0,1,0,20,1,0
E:\Sowmya_git_projects\mongo-java-driver\driver-core\src\main\com\mongodb\connection\ProxySettings.java,com.mongodb.connection.ProxySettings$Builder,innerclass,3,3,0,3,17,1,0,14,0,0.4375,0.71428573,0.71428573,8,0,7,1,0,0,7,0,0,0,4,0,0,4,0,0,0,0,0,63,7,0,4,0,0,10,5,12,0,8,1,0,0,0,107,25,0
E:\Sowmya_git_projects\mongo-java-driver\bson\src\test\unit\org\bson\codecs\pojo\entities\conventions\CreatorMethodModel.java,org.bson.codecs.pojo.entities.conventions.CreatorMethodModel,class,3,7,4,3,17,1,0,7,0,0.5185185,0.5714286,1,9,1,8,1,0,0,8,0,0,0,3,0,1,2,0,0,1,0,0,53,11,0,10,0,3,7,5,9,7,5,1,0,0,0,24,17,0
E:\Sowmya_git_projects\mongo-java-driver\bson\src\test\unit\org\bson\codecs\pojo\entities\ConverterModel.java,org.bson.codecs.pojo.entities.ConverterModel,class,1,3,2,1,15,1,0,5,16,0.625,0.21428572,0.35714287,8,0,8,0,0,0,8,0,0,0,2,0,0,2,0,0,0,0,0,43,8,0,9,0,1,0,3,7,2,4,1,0,0,0,19,17,0
E:\Sowmya_git_projects\mongo-java-driver\driver-reactive-streams\src\test\functional\com\mongodb\reactivestreams\client\syncadapter\SyncListCollectionsIterable.java,com.mongodb.reactivestreams.client.syncadapter.SyncListCollectionsIterable,class,9,11,2,9,7,2,0,6,0,0,1,1,7,0,6,0,0,1,7,0,0,0,1,0,0,1,0,0,1,0,0,32,6,0,0,0,0,0,0,1,0,1,0,0,0,0,18,0,0
E:\Sowmya_git_projects\mongo-java-driver\bson\src\main\org\bson\codecs\pojo\ClassModelBuilder.java,org.bson.codecs.pojo.ClassModelBuilder,class,13,27,14,13,43,1,0,39,310,0.8908046,0.12820514,0.85754985,29,0,23,2,0,4,27,0,0,0,12,1,0,11,0,1,2,0,22,161,27,4,1,0,0,19,1,23,0,19,2,0,0,0,145,1,0
E:\Sowmya_git_projects\mongo-java-driver\bson\src\test\unit\org\bson\codecs\IntegerCodecTest.java,org.bson.codecs.IntegerCodecTest,class,6,6,0,6,7,2,0,7,21,0,0,0,7,0,6,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,28,1,0,0,0,0,13,5,1,0,1,0,0,0,4,31,17,0
E:\Sowmya_git_projects\mongo-java-driver\driver-sync\src\test\functional\com\mongodb\client\ClientSideEncryptionNotSpawnMongocryptdTest.java,com.mongodb.client.ClientSideEncryptionNotSpawnMongocryptdTest,class,3,3,0,3,1,2,0,1,0,0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0
E:\Sowmya_git_projects\mongo-java-driver\bson\src\test\unit\util\Hex.java,util.Hex,class,2,3,1,2,8,1,0,5,1,0.33333334,0,0,3,2,2,1,0,0,2,0,0,0,1,1,0,1,0,0,1,0,2,28,2,2,3,0,3,2,16,8,10,6,2,0,0,0,42,17,0
E:\Sowmya_git_projects\mongo-java-driver\bson\src\test\unit\org\bson\codecs\pojo\entities\SimpleGenericsModel.java,org.bson.codecs.pojo.entities.SimpleGenericsModel,class,4,11,7,4,24,1,0,17,36,0.6923077,0.26923078,0.5769231,13,0,13,0,0,0,13,0,0,0,4,0,0,4,0,0,0,0,0,70,13,0,15,0,3,6,7,13,8,6,1,0,0,0,26,17,0
